,train,val,test
12,TCGA-KL-8328-01Z-00-DX1.497ddcb5-0436-4c76-a633-4744e24e6efe,TCGA-2K-A9WE-01Z-00-DX1.ED8ADE3B-D49B-403B-B4EB-BD11D91DD676,TCGA-4A-A93W-01Z-00-DX1.3F8E704D-C10C-451F-8CDD-328BDBEEFAF2
13,TCGA-KL-8328-11A-01-TS1.44ce645c-5613-4319-9345-d81ae2384c3a,TCGA-2Z-A9JO-01A-01-TS1.6DC87048-FE1E-4795-959F-5AF85DECB6CE,TCGA-5P-A9K2-01A-01-TS1.9BF1A5B2-1213-4A4E-B3CD-1665A002D37F
14,TCGA-KL-8329-01A-01-BS1.4336696d-3c9f-4113-acf2-a8bfaef6bfbc,TCGA-2Z-A9JO-01Z-00-DX1.FAD98648-643A-40A0-8D93-5A0582812268,TCGA-5P-A9K2-01Z-00-DX1.E89BEA4D-E0DA-4A5B-8938-C88332B67E03
15,TCGA-KL-8329-01A-01-TS1.be7430ff-15f5-48ef-abd8-65fc15be9866,TCGA-2Z-A9JP-01A-01-TS1.C3BF2309-AE46-49D8-B372-E43CD8C90C20,TCGA-5P-A9KA-01A-01-TS1.E030EAE6-08B4-41FB-B5A6-64BA38D201B5
16,TCGA-KL-8329-01Z-00-DX1.6c9000ef-34ff-4e44-84b3-755a868f6a4e,TCGA-2Z-A9JP-01Z-00-DX1.8B0F498B-85AC-494F-866C-0FDAB54D216B,TCGA-5P-A9KH-01A-01-TS1.B7B7BEB4-B44F-44C1-80B2-9AA0B0927007
17,TCGA-KL-8330-01A-01-BS1.191e5013-1371-43f9-a9a2-c9bc09cbeaaf,TCGA-5P-A9JY-01A-01-TS1.C6877EA2-ECE0-4A94-AC60-0EBC5597064E,TCGA-5P-A9KH-01Z-00-DX1.BC3B786A-28A7-46F0-9636-6937129D75F2
18,TCGA-KL-8330-01Z-00-DX1.30a61e5b-9379-498a-9aa4-60fd7a3a2f32,TCGA-5P-A9JY-01Z-00-DX1.C10E8887-2AFA-44A5-A6E2-03456448781A,TCGA-A4-8516-01A-01-TS1.9835ea41-0aee-41cf-a0f2-2721795b8bde
19,TCGA-KL-8330-11A-01-TS1.c98209ca-656f-4873-ad6e-887374fa0034,TCGA-5P-A9K6-01A-01-TS1.705F692E-A882-4804-9EF6-71C57178B1F5,TCGA-A4-8516-01Z-00-DX1.BC50439D-E5E5-45A1-8067-6B8FB0C1E096
20,TCGA-KL-8331-01A-01-BS1.67842e81-76d7-4553-b247-cef29277ec3f,TCGA-5P-A9K6-01Z-00-DX1.CAFA0CE2-7C9B-4825-8221-47CA012505BF,TCGA-A4-8518-01A-01-TS1.76bccfde-5002-4031-8f8c-6bc02aa626b2
21,TCGA-KL-8331-01A-01-TS1.a494f319-b620-488c-b926-113aeafcfa70,TCGA-A4-A7UZ-01A-01-TS1.B267E04D-72A8-444D-A05C-84CDF1C3EF35,TCGA-A4-8518-01Z-00-DX1.D521C865-A3A0-4C23-B36C-D58BB73A3007
22,TCGA-KL-8331-01Z-00-DX1.3c39f9b9-b639-4bca-a415-bf7427ea2ba5,TCGA-A4-A7UZ-01Z-00-DX1.E4E81CA8-EF84-4039-8310-CB900441C1D9,TCGA-A4-8518-11A-01-TS1.bc4863d8-a863-41ee-81a4-c6f4516742a1
23,TCGA-KL-8331-11A-01-TS1.9e587e52-cd1e-420a-ba18-bfdc95a6c676,TCGA-AL-3468-01A-01-BS1.36f9b924-519d-4f52-b591-ca88bf464fcf,TCGA-B1-A47O-01A-01-TSA.2C8982BC-6860-4AB0-ADC1-AE5A5C6EFB31
24,TCGA-KL-8332-01A-01-BS1.5b2e086c-87b9-4bb0-91a8-f53352317671,TCGA-AL-3468-01A-01-TS1.9d4454a3-27d5-40c2-a071-779859eb5835,TCGA-B1-A47O-01Z-00-DX1.AFF4F6F0-BF6F-45DE-BC24-A25F5CD3B43A
25,TCGA-KL-8332-11A-01-TS1.e096e7f6-7e41-409e-8567-34893fd3368e,TCGA-AL-3468-01A-02-BS2.e9647dba-8078-4256-8153-bd88c5f84ac3,TCGA-B3-4103-01A-01-BS1.0b542850-921d-4e0e-9ac3-06e1ce588991
26,TCGA-KL-8333-01A-01-BS1.74aae00f-7043-44e4-9212-eb1297739f5a,TCGA-AL-3468-01Z-00-DX1.F86A4811-D60C-4845-A7A5-B7C7BE202202,TCGA-B3-4103-01A-01-TS1.3080709e-8c09-41cd-8945-8af3e34dd42f
27,TCGA-KL-8333-01A-01-TS1.70a63073-a6ee-4e2d-81e7-286a6ee3378e,TCGA-AL-3468-01Z-00-DX2.B7D8DCCE-C015-4284-96EF-ED7F4A7771B7,TCGA-B3-4103-01A-02-BS2.0921c29b-5607-4d46-8cd4-7eccaa74b9b7
28,TCGA-KL-8333-01Z-00-DX1.830e3f78-ba43-4b42-b2b5-f3be10d2b781,TCGA-AL-3472-01A-01-BS1.a2d80b49-70d0-49f2-8057-198df3c8bdf7,TCGA-B3-4103-01Z-00-DX1.76bba2e9-0a6d-460b-8ae8-c38a1109456e
29,TCGA-KL-8333-11A-01-TS1.7422ed59-db8c-410a-8d04-dbab05918794,TCGA-AL-3472-01A-01-TS1.9d93c5bd-dc33-4534-b7b4-df6e1db4386b,TCGA-B3-4103-11A-01-BS1.09852afb-3a0c-4272-a2db-07bf831298a2
30,TCGA-KL-8334-01A-01-TS1.c33297fb-f9fe-4c51-92b3-20c4491c0bea,TCGA-AL-3472-01Z-00-DX1.66FF9A6E-2851-4E32-A10C-62EB7568AFC3,TCGA-B3-4103-11A-01-TS1.9a56225a-cad5-46ad-aced-2c2e5756bfb7
31,TCGA-KL-8334-11A-01-TS1.61a3e199-8e61-4941-b908-8ccd0ecfba0c,TCGA-AL-3472-01Z-00-DX2.C7BF0356-F099-4070-8824-1AC3339E9F59,TCGA-B9-4114-01A-01-BS1.62499361-fcb7-46dd-8505-6856dbe9bb57
32,TCGA-KL-8335-01A-01-BS1.601a7652-cc4d-482b-9ee1-6826e6598a9c,TCGA-B1-7332-01A-01-BS1.44a02829-8f96-4125-8caa-d999c75f512b,TCGA-B9-4114-01A-01-TS1.960ba746-070b-4907-91b9-9867c0ca4cd1
33,TCGA-KL-8335-01Z-00-DX1.3F291515-CD98-4D8F-A255-A10A69139242,TCGA-B1-7332-01A-01-TS1.dd04b2a4-412a-4c05-88f7-62a6706defbb,TCGA-B9-4114-01Z-00-DX1.c3079ce3-5221-461f-a7dd-427d0b7aaad8
34,TCGA-KL-8335-11A-01-TS1.3c9d2f27-8737-46f3-ab61-6713568ddebe,TCGA-B1-7332-01Z-00-DX1.a04eb9f5-6b35-4877-8b54-f675fab63925,TCGA-B9-4116-01A-01-BS1.2e62bc60-29f4-48b9-8fd6-a58b118adf9c
35,TCGA-KL-8336-01A-01-BS1.04e6516e-62b1-4585-98d6-11cccedfe586,TCGA-B3-A6W5-01A-01-TS1.C4D1C44B-9D90-42BC-8F94-A9A1F2B6D902,TCGA-B9-4116-01A-01-TS1.962d8435-4027-442c-8c91-db64c5ba9119
36,TCGA-KL-8336-01A-01-TS1.110ebc7a-7795-4bc3-8f32-e426cc0500da,TCGA-B3-A6W5-01Z-00-DX1.96E31A69-6D56-4520-8AF3-C083FB49A7DB,TCGA-B9-4116-01Z-00-DX1.96946ff8-f67c-42ce-a75a-5e901bc02c1d
37,TCGA-KL-8336-01Z-00-DX1.bfba9373-efa8-4573-8ee6-8ac961f0b65a,TCGA-B3-A6W5-01Z-00-DX2.B7C13C84-9D45-4285-8D7F-8FE148E9F42F,TCGA-B9-5156-01A-01-BS1.2835869e-c55a-44b0-b8ee-f70f122b43d0
38,TCGA-KL-8336-11A-01-TS1.a3a77a96-1cf7-40d6-85b4-284371c20f03,TCGA-B3-A6W5-11A-02-TS2.06AB27EC-35DD-4841-8D31-86BEE92CBCEF,TCGA-B9-5156-01A-01-TS1.bdfcb7e9-7590-43c9-9064-188abea017ec
39,TCGA-KL-8337-01A-01-BS1.270aedaf-9f6f-4ecb-bfad-474d75e98a13,TCGA-B9-A8YH-01A-01-TS1.CF408AE3-0F2E-4444-A831-78A984EB32A4,TCGA-B9-5156-01Z-00-DX1.200621df-b59f-4c69-957c-65aebfe855a8
40,TCGA-KL-8337-01A-01-TS1.c336c0df-73fe-4a99-8dba-90ba0b37a8af,TCGA-B9-A8YH-01Z-00-DX1.DCA30E64-FDE3-49EE-99FB-00EEEDC0420B,TCGA-B9-A8YI-01A-02-TS2.98DA4E87-BC7B-4424-8F4A-4F82DD48481D
41,TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204,TCGA-A3-3351-01A-01-BS1.1b700839-c565-46aa-8df4-7566b3a98a47,TCGA-B9-A8YI-01Z-00-DX1.9CA926F1-33D5-4FC4-8F23-AF8AF4DC07A5
42,TCGA-KL-8339-01A-01-BS1.16f42cbc-2401-4708-af14-b1f0368ca7c8,TCGA-A3-3351-01A-01-TS1.39ba22b2-84af-4329-a8b8-674d0efa8736,TCGA-6D-AA2E-01A-01-TSA.FD152D89-2892-4DE1-90BF-AC40CF13A4F4
43,TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec,TCGA-A3-3351-01A-02-BS2.aecd33ba-6d31-4b67-b4c0-915715fd5590,TCGA-6D-AA2E-01Z-00-DX1.81E7420E-9C8B-4076-A604-F2B2AD3340D5
44,TCGA-KL-8341-01A-01-BS1.8b809f3b-9a40-4dbe-bd3c-2ae9a56d5f59,TCGA-A3-3351-01Z-00-DX1.bbfb3f8b-ef35-423a-b13f-7ccf6438b01f,TCGA-A3-3329-01A-01-BS1.ebb876a2-ae65-4a58-90e7-9da5e5a71426
45,TCGA-KL-8341-01A-01-TS1.5dbe201c-1eda-4772-ae7c-317df15bfd4e,TCGA-A3-3351-11A-01-TS1.13c784d5-c8b0-4e52-b46b-1356d2974e86,TCGA-A3-3329-01A-01-TS1.a2a764d6-a47a-42c7-9436-1e709c0860ef
46,TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030,TCGA-A3-A8OV-01A-01-TS1.B36FECA3-1413-45F8-BBBF-CACC6CCE6E69,TCGA-A3-3329-01Z-00-DX1.4da187d6-f0d4-4f4b-95d3-c12d660d4bb2
47,TCGA-KL-8341-11A-01-TS1.553f8257-e1f3-4e51-9533-45f15647628e,TCGA-A3-A8OV-01Z-00-DX1.ABA46896-E96D-4208-B0E3-4712F04175D4,TCGA-A3-3329-11A-01-TS1.447d0d1f-f26e-4887-a901-37a6c6f77421
48,TCGA-KL-8342-01A-01-BS1.47c4dc4a-bbd6-4fbb-80fb-18878e55225c,TCGA-AK-3450-01A-01-BS1.2ce3ef6b-538f-46ab-a75b-d40c4f6190f2,TCGA-A3-3359-01A-01-BS1.ac51a265-87ec-4fe8-9223-1cef15d2fb88
49,TCGA-KL-8342-01A-01-TS1.a9a851bd-38cc-4068-98dd-f82b5eff7eda,TCGA-AK-3450-01A-02-BS2.8f7ced99-624a-4928-b8af-6a02056b6acf,TCGA-A3-3359-01A-01-TS1.801d95ac-2ca0-44d0-a0da-36021985c461
50,TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567,TCGA-AK-3450-01Z-00-DX1.84C9CCDE-F1FD-4BDC-B819-25078EF350A5,TCGA-A3-3359-01Z-00-DX1.D473A2D2-AE66-469D-80A1-584598335E17
51,TCGA-KL-8342-11A-01-TS1.247acb51-3534-4cb5-b341-30dab192e08b,TCGA-B0-4690-01A-01-BS1.9f27fbe1-f8e7-450a-9b87-7feb0e92bf1c,TCGA-A3-3359-11A-01-TS1.8922fee0-61aa-42a0-8343-1d68a90b420c
52,TCGA-KL-8343-01A-01-BS1.c029096b-98e5-4ae9-bf0e-a6a820b44110,TCGA-B0-4690-01A-01-TS1.8d13dac8-dfbb-4cd5-82c5-293c62a87b6b,TCGA-A3-3383-01A-01-BS1.3dcf189e-3b99-4a08-a71c-bed030321da7
53,TCGA-KL-8343-01A-01-TS1.04fc0286-31c5-4f18-a81a-53b2c279bb34,TCGA-B0-4690-01Z-00-DX1.efecabc0-bb34-41e4-b631-0b2043826124,TCGA-A3-3383-01A-01-TS1.88a7befa-9b30-451a-9542-e505e0346609
54,TCGA-KL-8343-11A-01-TS1.d260f3a8-5c03-4f8f-96dc-d5e3f5956bbd,TCGA-B0-4690-11A-01-BS1.e5e38f2d-a8ff-48a4-84cb-059419e8a742,TCGA-A3-3383-01A-02-BS2.879e15ae-51cc-4305-bf4f-33bc68e21fd0
55,TCGA-KL-8344-11A-01-TS1.c520cd69-8520-49c7-a52d-b7141abe27d6,TCGA-B0-4690-11A-01-TS1.c137d506-8900-4073-a60b-9faf6c69fa25,TCGA-A3-3383-01Z-00-DX1.47624bec-fdf1-48d6-8cd6-04cad2948117
56,TCGA-KL-8345-01A-01-BS1.4fc5a94c-8030-4d18-af9c-918bab941839,TCGA-B0-4693-01A-01-BS1.3cb04593-389b-48e7-bf63-4dc83d0b1912,TCGA-A3-3383-11A-01-TS1.32e37868-f8c8-4a69-9c29-5d91b721f49b
57,TCGA-KL-8345-01Z-00-DX1.e6265e77-7c45-4e54-a703-6d2013aba525,TCGA-B0-4693-01A-01-TS1.ab79e8c3-1e6b-4ce0-b715-9921431c650e,TCGA-AK-3427-01A-01-BS1.3fe67a9b-bcac-4001-8e67-0685a4e31850
58,TCGA-KL-8345-11A-01-TS1.d4d764c6-e5a7-4a46-b27d-4c3c5022e9f1,TCGA-B0-4693-01Z-00-DX1.1e9a856a-1172-4db8-887a-b65fff644798,TCGA-AK-3427-01A-01-TS1.653339be-704d-455a-b3a4-f446ee00d59e
59,TCGA-KL-8346-01A-01-TS1.718265b1-3ada-4ca3-a196-12851fcc0485,TCGA-B0-4693-11A-01-BS1.f4c31b10-2166-4eaf-b137-c7733e8026f1,TCGA-AK-3427-01Z-00-DX1.bddd6316-1f27-40d7-8cdc-e19e58ef420d
60,TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e,TCGA-B0-4693-11A-01-TS1.d8e91cce-246e-4f17-be42-fd84032cd637,TCGA-AK-3427-01Z-00-DX2.f79ddc05-97bc-49a0-9e0b-25f5e325555a
61,TCGA-KL-8346-11A-01-TS1.5df52a15-b410-4cb9-8fca-a21d2b119ee8,TCGA-B0-4700-01A-01-BS1.44e6530b-9fc9-4b50-ae80-f17e1ba9d678,TCGA-AK-3445-01A-01-BS1.0496009e-99c6-41d3-97ab-620e332de516
62,TCGA-KM-8438-01A-01-TS1.ccfece33-b806-4506-b1a3-2dfe9c63d824,TCGA-B0-4700-01A-02-BS2.3feddd66-51c2-4ab6-ae13-0375cf166742,TCGA-AK-3445-01A-02-BS2.86dc84d2-c899-4ad6-a66a-84e046f0e0f6
63,TCGA-KM-8438-01Z-00-DX1.1106521B-3563-43AA-8971-18560BAC51C4,TCGA-B0-4700-01Z-00-DX1.1a56e8e5-e1c7-48c7-b17a-5adc9d780613,TCGA-AK-3445-01Z-00-DX1.FAD9A2F0-BDF8-445B-93C2-70AE41E246FB
64,TCGA-KM-8439-01A-01-TS1.30471d7d-fc96-48d3-92e0-4c8fdc1e6f2e,TCGA-B0-4700-11A-01-BS1.25dcee0d-9c42-4c9e-a5cc-70e4fd25bac1,TCGA-AK-3451-01A-01-BS1.cba56a8c-b181-43af-8777-53ea8712b81e
65,TCGA-KM-8439-01Z-00-DX1.F99904A8-21AB-476A-BFE5-B8FAB44FEB4D,TCGA-B0-4700-11A-01-TS1.ebd6bb1d-34d9-46f5-9f25-a77b6bba6a14,TCGA-AK-3451-01Z-00-DX1.1CC3099A-F2E1-43D6-B9AC-8DC640ABB014
66,TCGA-KM-8440-01A-01-TS1.a8cd8d04-9585-45ec-824b-f9918d4b9425,TCGA-B0-4703-01A-01-BS1.35c7abc7-cef6-4eb5-8651-08b749de6404,TCGA-AK-3453-01A-01-BS1.2a8eb25a-0832-4067-b385-dfdafbfa4ec0
67,TCGA-KM-8441-01A-01-TS1.343e8876-c3f0-4614-b4b9-8f19135ae5c2,TCGA-B0-4703-01A-01-TS1.bb97716b-b983-4a4d-9fee-6802ef4eb209,TCGA-AK-3453-01A-01-TS1.e92c6041-deca-4b3d-9e36-22a5059edc41
68,TCGA-KM-8443-01A-01-TS1.4dd55103-b98c-4df6-b858-c7970886afbb,TCGA-B0-4703-01Z-00-DX1.05400469-03bd-4f1b-ac33-580a8b582c39,TCGA-AK-3453-01A-02-BS2.9ee66023-5daf-4de6-b3b5-8a4780a8dccd
69,TCGA-KM-8443-01Z-00-DX1.A97D876A-6453-4335-B805-C54529D3915F,TCGA-B0-4703-11A-01-BS1.4769c9a8-a838-4c84-aa82-82352245dcac,TCGA-AK-3453-01Z-00-DX1.39B363CD-9995-4077-9C44-3A2F4792A510
70,TCGA-KM-8476-01A-01-TS1.dc9e9796-6901-4593-9a38-fec235bf3693,TCGA-B0-4703-11A-01-TS1.70cbf7b7-36fb-4726-ba5d-0e554b3414ea,TCGA-AK-3454-01A-01-BS1.6301c221-2f31-479c-9532-b48550ad7aef
71,TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2,TCGA-B0-4707-01A-01-BS1.2aa683db-533a-4bb9-aba6-7354d949071f,TCGA-AK-3454-01A-02-BS2.d5520c0d-310d-4b52-b13b-87435ada4859
72,TCGA-KM-8477-01A-01-TS1.d211bd4f-1d92-46fa-ac69-b260ff15fc7d,TCGA-B0-4707-01A-01-TS1.3c090ca3-1b37-4697-9bc4-978f39e795e6,TCGA-AK-3454-01Z-00-DX1.C6853BCF-0ECF-443A-8516-6D544C9BD456
73,TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8,TCGA-B0-4707-01Z-00-DX1.861325d7-cd42-4564-87f7-53deccc410d8,TCGA-B0-4814-01A-01-BS1.27921a2c-9356-4a8f-b7d2-53ff1ccab13c
74,TCGA-KM-8639-01Z-00-DX1.13E1C61C-16F6-4FC5-B1D2-DDBF7DE16639,TCGA-B0-4707-11A-01-BS1.1aa9f436-196e-47be-aed3-180ea18e71f9,TCGA-B0-4814-01A-01-TS1.3eb5e5cd-520e-4528-b7fd-c96438533164
75,TCGA-KM-A7Q8-01B-01-TS1.0A6B57F2-6674-41C0-AC5F-447D7D964CD7,TCGA-B0-4707-11A-01-TS1.f134b594-b626-4160-8da4-620bba9f739e,TCGA-B0-4814-01Z-00-DX1.954b3034-13bf-49f3-ba89-175fd1fc7fbd
76,TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114,TCGA-B0-4822-01A-01-BS1.09f9d701-3ff3-441b-98b8-5b00bdce3f31,TCGA-B0-4814-11A-01-BS1.416b9633-5694-46be-8d14-5217c5bd3e0c
77,TCGA-KM-A7QC-01Z-00-DX1.4B44EEAA-FA1C-47F9-852F-68EE45E09D5E,TCGA-B0-4822-01A-01-TS1.bf16e3a2-764a-473d-98b3-0975491d139a,TCGA-B0-4814-11A-01-TS1.111142e4-7726-4677-9b97-9696f0d26b93
78,TCGA-KM-A7QD-01Z-00-DX1.E1FCB533-0017-4A90-9835-6CD26FEA30CA,TCGA-B0-4822-01Z-00-DX1.02168abf-0d65-4bdf-b740-e1e082dd9d03,TCGA-B0-4823-01A-01-BS1.50b0fce9-a34f-4523-87fc-4fbcff748dd2
79,TCGA-KM-A7QG-01Z-00-DX1.7275EEF1-1D4E-4471-89C3-5B99EC03515E,TCGA-B0-4822-11A-01-BS1.95a1e62d-c971-4846-8bb5-6c70079295b6,TCGA-B0-4823-01A-02-BS2.397bf3c4-7369-4e1d-8bfa-70e609213877
80,TCGA-KM-A7QH-01Z-00-DX1.8CBB8760-A00D-4289-AD09-959FEC2EC03C,TCGA-B0-4822-11A-01-TS1.9f1de036-9e24-46dd-9b95-b8c8aa304af9,TCGA-B0-4823-01Z-00-DX1.9a23a831-7fc7-404c-b195-b3b999b8dfe2
81,TCGA-KM-A7QK-01Z-00-DX1.8D69EA34-F28A-4267-8A82-159FB2B7008B,TCGA-B0-4824-01A-01-BS1.f4866c6e-e4ab-46ea-9de5-21fd22a5bb36,TCGA-B0-4823-11A-01-BS1.945ae89b-f331-4401-a472-07684315d20d
82,TCGA-KN-8418-01A-01-BS1.33724f8a-4af2-4562-a7c0-8edab90a0d38,TCGA-B0-4824-01A-01-TS1.8d9af305-b0b0-4b4c-b7e9-3ecf26608c89,TCGA-B0-4823-11A-01-TS1.0873ae34-1dff-4bbf-8baa-0163170727ee
83,TCGA-KN-8418-01A-01-TS1.dbb966a5-187c-4745-93fc-0078c95584af,TCGA-B0-4824-01Z-00-DX1.c454abac-df1a-4610-be22-49358c436f8d,
84,TCGA-KN-8418-01Z-00-DX1.376DD52D-EF98-4564-B8E3-FE4D219A5C88,TCGA-B0-4824-11A-01-BS1.c1df55c0-cf2f-4bac-a660-16af04c33006,
85,TCGA-KN-8418-11A-01-TS1.a091007d-d83a-4577-831c-53880bbf2b52,TCGA-B0-4824-11A-01-TS1.08c1e0f8-322d-495b-b884-2daaa4cd3cc4,
86,TCGA-KN-8419-01A-01-BS1.fc197c40-f86b-46ac-b476-d25bdadbb342,TCGA-B0-4833-01A-01-BS1.2136bc3b-76b8-4a64-b45e-46018a4353bb,
87,TCGA-KN-8419-01A-01-TS1.810643b9-f340-4120-b0ff-2eaaa622e71f,TCGA-B0-4833-01A-01-TS1.d13a6cf3-026a-451e-834e-1e57177e015b,
88,TCGA-KN-8421-01A-01-BS1.c51ebdfb-cab9-4ce0-9b11-1cb41146d293,TCGA-B0-4833-01Z-00-DX1.8fdfe3f1-fd35-48de-8b87-b68e901cd883,
89,TCGA-KN-8421-01A-01-TS1.c88d72da-ac49-43fb-ad5b-483399b88a2f,TCGA-B0-4833-11A-01-BS1.5b02ca40-2ee2-4662-bced-921a2604f28e,
90,TCGA-KN-8421-01Z-00-DX1.A90EB3F7-DE68-4078-BB5B-B35561F96071,TCGA-B0-4833-11A-01-TS1.3f320725-c9b0-4d41-89a3-00f356371873,
91,TCGA-KN-8421-11A-01-TS1.62126a43-93e4-490e-bcc1-df50f4075851,TCGA-B0-4837-01A-01-BS1.6fe02c11-0cbc-48dc-beec-bbf6218d7792,
92,TCGA-KN-8422-01A-01-TS1.970b2275-a5b8-48f9-8963-18aa09009532,TCGA-B0-4837-01A-01-TS1.7e3aef17-78a5-41d5-8a1b-d803612dedbc,
93,TCGA-KN-8422-01Z-00-DX1.26F9BF86-6D2C-4C99-BFEB-A3708AD48734,TCGA-B0-4837-01Z-00-DX1.ecceeb39-a226-4ad3-8d0f-c73d7430b78b,
94,TCGA-KN-8422-11A-01-TS1.6145f2f1-127f-45b6-a211-4b207797ad9a,TCGA-B0-4837-11A-01-BS1.96947177-0964-46cf-bda8-5d03f9130a99,
95,TCGA-2Z-A9J1-01A-01-TS1.2FB4FC68-2723-4F4D-A838-9403E49DA63D,TCGA-B0-4837-11A-01-TS1.178b59a3-f441-4bc9-aeff-7328bad32208,
96,TCGA-2Z-A9J1-01Z-00-DX1.07E7992F-1AC5-4E34-8A4E-E5AB0A18EA46,,
97,TCGA-2Z-A9J3-01A-01-TS1.6EFD7566-30F3-46A0-BBD4-AA6FF2ACBC0A,,
98,TCGA-2Z-A9J3-01Z-00-DX1.6B0E7DF6-733D-4007-84A3-E67BBC4966A6,,
99,TCGA-2Z-A9J5-01A-02-TS2.219F4BC7-85E5-4989-84E5-1E8F7D12B28D,,
100,TCGA-2Z-A9J5-01Z-00-DX1.ABD15820-58CA-4765-ACB3-6601FC5C9F24,,
101,TCGA-2Z-A9J6-01A-01-TS1.C50B97C0-C145-4939-BECD-587F9B482E01,,
102,TCGA-2Z-A9J6-01Z-00-DX1.EBF72BB6-C4B0-4BA8-820F-8BAE10DF20A2,,
103,TCGA-2Z-A9J7-01A-01-TS1.D2176F0C-E9B1-4632-A2CD-63CF38A1E73A,,
104,TCGA-2Z-A9J7-01Z-00-DX1.9DB458BA-8AB0-4ECF-A3F9-5851A7A59759,,
105,TCGA-2Z-A9J8-01A-01-TS1.1AFD96B6-CB1C-4161-BC3D-306E368A054D,,
