,train,val,test
142,TCGA-21-1082-01A-01-BS1.90b26544-b47c-4883-a018-984b1ca27ac7,,
143,TCGA-21-1082-01A-01-TS1.76a3f1eb-e056-47fe-a3c8-dbb938e4ff00,,
144,TCGA-21-1082-01Z-00-DX1.cae5bbaa-76f5-416d-b532-16cf773e017e,,
145,TCGA-21-1083-01A-01-BS1.fe5654ea-6b67-449d-97fb-72d37c50d1cb,,
146,TCGA-21-1083-01A-01-TS1.3badda7d-d569-4e48-8a2c-65085399e24a,,
147,TCGA-21-1083-01Z-00-DX1.8288ca92-b611-4acf-986e-0b8a3f620b94,,
148,TCGA-22-0940-01A-01-BS1.de73c3ec-bb4d-4a95-b359-2095bacdc28d,,
149,TCGA-22-0940-01A-01-TS1.e6789daf-32c1-4937-a0fc-b307fc728286,,
150,TCGA-22-0940-01Z-00-DX1.775CB101-6A55-40DD-B19F-7BFCA7820F5F,,
151,TCGA-22-0940-11A-01-TS01.dcecaae9-b4a0-4bf7-986a-36ade45009b0,,
152,TCGA-22-0944-01A-01-BS1.c6a6fde2-222e-4da7-8baa-82ddc9e085a2,,
153,TCGA-22-0944-01A-01-TS1.e4102503-0e55-4a1f-83c3-41f8b7810076,,
154,TCGA-22-0944-01Z-00-DX1.3DC7624F-2D59-40D5-9E1F-95FCCD80D0C4,,
155,TCGA-22-1000-01A-01-BS1.3d74dcf8-2061-49df-b93b-9eb47028bb0d,,
156,TCGA-22-1000-01A-01-TS1.b6d477cc-b93f-407d-a0d3-a002d569807e,,
157,TCGA-22-1000-01Z-00-DX1.D2ACF3D3-6187-49A1-ABBC-8D8E611EEE55,,
158,TCGA-22-1002-01A-01-BS1.4e21cbad-199a-469d-8440-4b60aa7d57fd,,
159,TCGA-22-1002-01A-01-TS1.c683c75d-dc9c-4571-8d7f-5af47732fb11,,
160,TCGA-22-1002-01Z-00-DX1.A41CF987-B2E7-4ADE-8580-735631EEE963,,
161,TCGA-22-1005-01A-01-BS1.c7e59cb0-62ee-4730-a8cb-b81c0f7d6c7a,,
162,TCGA-22-1005-01A-01-TS1.369217ed-cdd2-4fec-91a5-2db535ac3053,,
163,TCGA-22-1005-01Z-00-DX1.4A151CC3-E57F-4345-817A-2B9DBAF98477,,
164,TCGA-22-1011-01A-01-BS1.e5637aa9-e3af-4541-be66-e24d508a7516,,
165,TCGA-22-1011-01A-01-TS1.46fd126b-256f-4a9c-b6de-6ed32a28f6b9,,
166,TCGA-22-1011-01Z-00-DX1.A67E3D3F-4B94-4335-8199-03B7CB75608E,,
167,TCGA-22-1012-01A-01-BS1.5687d101-95c6-4b8f-a7d3-a44bd241bb17,,
168,TCGA-22-1012-01A-01-TS1.00053cac-2fef-4839-866f-25e15e61f568,,
169,TCGA-22-1012-01Z-00-DX1.053F81FA-F91A-42B0-8F12-CD2495FA9E99,,
170,TCGA-22-1016-01A-01-BS1.36a39a3b-c508-4ad6-9673-161e50e43ebb,,
171,TCGA-22-1016-01A-01-TS1.af38ff30-ac7d-43aa-9a6d-bcee980d920f,,
172,TCGA-22-1016-01Z-00-DX1.807510FD-222D-4E65-B261-3EB0815F8A50,,
173,TCGA-22-4591-01A-01-BS1.b3474f7c-8f78-4696-81a3-d2399d574d81,,
174,TCGA-22-4591-01A-01-TS1.b221f536-6066-45c3-b483-f88200b71fc8,,
175,TCGA-22-4591-01Z-00-DX1.8C89ABEB-A1E3-47D1-B247-02539EF3F959,,
176,TCGA-22-4591-11A-01-BS1.d6f5fd0c-170c-4bb9-bcad-b10191175ea4,,
177,TCGA-22-4591-11A-01-TS1.d594ecb3-1da7-48ed-922a-4082399a640a,,
178,TCGA-22-4594-01A-01-BS1.4d34d634-a274-4827-8390-474b4dc1caaa,,
179,TCGA-22-4594-01A-01-TS1.df90d074-745c-4c19-b97c-d96ebc0f4c1a,,
180,TCGA-22-4594-01Z-00-DX1.3FCEBC89-8473-4841-87A2-F84AF58A7793,,
181,TCGA-22-4594-11A-01-BS1.208cec93-2a86-4f9b-b150-8b5af3108aff,,
182,TCGA-22-4594-11A-01-TS1.c20487b9-9dc8-47bd-a90c-bbd6bffce70a,,
183,TCGA-22-4595-01A-01-BS1.f187df54-c822-4089-84dc-2bdbf3a4c157,,
184,TCGA-22-4595-01A-01-TS1.e57256ae-0a9b-4cf3-ba08-9191c3217cb8,,
185,TCGA-22-4595-01Z-00-DX1.42F28D1E-7AC2-4113-B4EC-F1E7850EA14D,,
186,TCGA-22-4595-11A-01-BS1.460293a1-334c-4a57-999d-a9ba82fb289b,,
187,TCGA-22-4595-11A-01-TS1.472306d2-f9d5-4f89-8f0a-7dbd32805775,,
