,train,val,test
24,TCGA-A3-3323-01A-02-BS2.92c6fa5e-4c91-4e51-850a-8a9160446aeb,TCGA-AK-3433-01Z-00-DX1.53f1ec0a-bb16-4899-bdc7-99c6e61f729e,TCGA-AS-3777-01Z-00-DX1.3c2ee8f6-91f4-46e6-a84b-676d8560f3d4
25,TCGA-A3-3323-01Z-00-DX1.8225cfd4-6b2c-48b8-bd78-fd574557b4e8,TCGA-AK-3460-01A-01-BS1.2e9b2474-1467-41fe-93f7-1e7a563960af,TCGA-B0-4693-01A-01-BS1.3cb04593-389b-48e7-bf63-4dc83d0b1912
26,TCGA-A3-3324-01A-01-BS1.671204d4-ceb8-4ebe-8a8b-e576e25eec5e,TCGA-AK-3460-01Z-00-DX1.022F845F-72ED-482C-8AC6-F0DCF1CA8581,TCGA-B0-4693-01A-01-TS1.ab79e8c3-1e6b-4ce0-b715-9921431c650e
27,TCGA-A3-3324-01A-01-TS1.6b9f8ddc-cb1a-4bb4-93d2-a1e7854e70c6,TCGA-B0-4694-01A-01-BS1.9ff481af-8725-418c-9bac-15a278dcbe29,TCGA-B0-4693-01Z-00-DX1.1e9a856a-1172-4db8-887a-b65fff644798
28,TCGA-A3-3324-01A-02-BS2.bf82c506-b8b3-4f8a-b33a-7ba5b7dc6f0b,TCGA-B0-4694-01A-01-TS1.f191128c-8621-433e-9ea4-332010a66380,TCGA-B0-4700-01A-01-BS1.44e6530b-9fc9-4b50-ae80-f17e1ba9d678
29,TCGA-A3-3324-01Z-00-DX1.43959e95-b823-4614-9552-52a432f7d115,TCGA-B0-4694-01Z-00-DX1.beeee877-b7f3-4110-84e9-2db8be5667f5,TCGA-B0-4700-01A-02-BS2.3feddd66-51c2-4ab6-ae13-0375cf166742
30,TCGA-A3-3325-01A-01-BS1.ddf1de16-5278-46fa-a6d5-58540133127b,TCGA-B0-4703-01A-01-BS1.35c7abc7-cef6-4eb5-8651-08b749de6404,TCGA-B0-4700-01Z-00-DX1.1a56e8e5-e1c7-48c7-b17a-5adc9d780613
31,TCGA-A3-3325-01A-01-TS1.5eafee3d-f0b2-49d1-a742-48a24612f7e4,TCGA-B0-4703-01A-01-TS1.bb97716b-b983-4a4d-9fee-6802ef4eb209,TCGA-B0-4848-01A-01-BS1.57517f1a-07ec-4015-a7db-55fec9992dc2
32,TCGA-A3-3325-01Z-00-DX1.53D2B035-AD02-4B52-803B-1CE584C59175,TCGA-B0-4703-01Z-00-DX1.05400469-03bd-4f1b-ac33-580a8b582c39,TCGA-B0-4848-01A-01-TS1.7544c478-72ac-46cd-a176-24aa6b9e0e25
33,TCGA-A3-3326-01A-01-BS1.c397674c-9338-4cfe-a8d1-645e3f43bace,TCGA-B0-4714-01A-01-BS1.fcb1131b-ac50-4d28-991c-853d1f3f6832,TCGA-B0-4848-01Z-00-DX1.ceef08c2-711e-434f-a1de-71b538be2fd4
34,TCGA-A3-3326-01A-01-TS1.ff9f4bed-188f-4c97-979b-e790f4a5c6e4,TCGA-B0-4714-01A-01-TS1.79e3b3e5-747b-4a99-842f-1d5b419d4f3f,TCGA-B0-5077-01A-01-BS1.fc72be46-efc0-4370-bbf0-7d78c6320db3
35,TCGA-A3-3326-01Z-00-DX1.2caeb5df-3522-4205-80ca-3373026f49b9,TCGA-B0-4714-01Z-00-DX1.615c638d-9fe6-4399-a9fe-ed758f10d4fe,TCGA-B0-5077-01A-01-TS1.43def409-e3a2-41e0-a718-af95a0f078fe
36,TCGA-A3-3328-01A-01-BS1.cba39f7f-a590-4a0e-af2b-1d6ba351cb69,TCGA-B0-4836-01A-01-BS1.7bfb0662-4681-44ca-9c9e-c6986453237d,TCGA-B0-5077-01Z-00-DX1.f2aac4d2-8db1-4f99-855e-705ac1eddbef
37,TCGA-A3-3328-01A-01-TS1.b7b9ec21-2754-4869-802c-92ee54972b19,TCGA-B0-4836-01A-01-TS1.afab1da2-5e0f-434d-8c5e-2c8093f4b76f,TCGA-B0-5085-01A-01-BS1.f9c25e3a-712c-47cd-8384-40f5c0e4ffc3
38,TCGA-A3-3328-01Z-00-DX1.8FA7DFCD-D6FD-4950-9E44-E5AB0B91E33D,TCGA-B0-4836-01Z-00-DX1.941575cb-e795-4c45-ab74-640e2684c340,TCGA-B0-5085-01A-01-TS1.a22e7529-2956-496d-ad90-d4b2b80b8934
39,TCGA-A3-3331-01A-01-BS1.f145354e-a747-4051-8703-5b08ba99c230,TCGA-B0-4842-01A-01-BS1.4de69862-a2b2-457a-bb1c-9392ad7f619e,TCGA-B0-5085-01Z-00-DX1.29c82ff0-9e4d-477f-a8d9-8931c69e58f8
40,TCGA-A3-3331-01A-01-TS1.d69adee0-7809-49c1-8f32-4250d5f65980,TCGA-B0-4842-01A-02-BS2.20d7a3a3-7073-4fc1-a562-f80b35b2c58f,TCGA-B0-5092-01A-01-BS1.0b1d68c7-108d-422d-8adf-caf86ee83849
41,TCGA-A3-3331-01A-02-BS2.364b4180-1427-44aa-ae58-517b03f097ed,TCGA-B0-4842-01Z-00-DX1.d780158b-81c2-4ac9-b7a0-9c9386c6414c,TCGA-B0-5092-01A-01-TS1.f1594683-076c-47eb-9fe2-a1f4f6c57bba
42,TCGA-A3-3331-01Z-00-DX1.13afd793-4360-43db-9c99-1e72e4b158d7,TCGA-B0-5084-01A-01-BS1.56e0bdc9-f7b6-4b5f-85c5-31c4f592bc9f,TCGA-B0-5092-01Z-00-DX1.9b3a2c5c-4614-41bc-973c-601ad1f4d962
43,TCGA-A3-3335-01A-01-BS1.27ba0222-1107-471f-84d2-7f05a1841f02,TCGA-B0-5084-01A-01-TS1.9299daa7-2f37-44ac-b92d-580fda04d21c,TCGA-B0-5096-01A-01-BS1.12ef2ad8-5928-4951-acb3-4bfbce09b64c
44,TCGA-A3-3335-01A-01-TS1.2f75ad51-f890-475e-8b1f-c6e98cffe1b1,TCGA-B0-5084-01Z-00-DX1.550d2568-2aa9-42c8-9b21-fd66aea9c809,TCGA-B0-5096-01A-01-TS1.37ca45c8-3617-4deb-8b54-40df664d65be
45,TCGA-A3-3335-01Z-00-DX1.b36f9bd5-d005-4d81-ac3e-c768502ca06b,TCGA-B0-5095-01A-01-BS1.aa81568a-ec1d-4d37-855b-abd32f2a2942,TCGA-B0-5096-01Z-00-DX1.badbc354-928e-4f7c-9b3f-341154bafbac
46,TCGA-A3-3336-01A-01-BS1.386e4d76-c955-46e8-a177-01c60ed2b2a8,TCGA-B0-5095-01A-01-TS1.8c12ef3f-8bae-4cc0-80d9-d665a2665fcc,TCGA-B0-5109-01A-01-BS1.4ed7d991-8abe-4447-8eed-6d608479c9c5
47,TCGA-A3-3336-01A-01-TS1.a5c05841-a537-4b50-a71d-63ce5adf04fe,TCGA-B0-5095-01Z-00-DX1.4f173713-aa67-458f-82b5-7d2a46b7fb29,TCGA-B0-5109-01A-02-BS2.419cefc5-5806-4d62-8f6c-caec8d38af24
48,TCGA-A3-3336-01Z-00-DX1.F2848BBF-DCDF-4AB0-837C-99A88CC5A49A,TCGA-B0-5110-01A-01-BS1.ae2c50ed-6d38-4289-b7ff-a938871a5e1c,TCGA-B0-5109-01Z-00-DX1.7d4f557d-d4f5-4c89-886c-49ff27fd063a
49,TCGA-A3-3343-01A-01-BS1.79c964f5-ae92-447b-9fed-2317026f6ea6,TCGA-B0-5110-01A-01-TS1.16cef984-4ecc-42e1-afcc-27741186e347,TCGA-KL-8327-01A-01-BS1.8309bcf0-d145-4d76-8199-a0cfd5f61133
50,TCGA-A3-3343-01A-01-TS1.caaeb264-746d-4154-bb93-d918fd2cf7c4,TCGA-B0-5110-01Z-00-DX1.c87c39f4-9c4b-4f1c-a658-e93e69cc1280,TCGA-KL-8327-01Z-00-DX1.f3009cdc-baf7-45ba-95a6-1b6311799cc8
51,TCGA-A3-3343-01Z-00-DX1.938861e3-e813-4954-838d-a3a64030bd4c,TCGA-KL-8331-01A-01-BS1.67842e81-76d7-4553-b247-cef29277ec3f,TCGA-KL-8333-01A-01-BS1.74aae00f-7043-44e4-9212-eb1297739f5a
52,TCGA-A3-3346-01A-01-BS1.e416683e-737c-413a-865e-2395a026819e,TCGA-KL-8331-01A-01-TS1.a494f319-b620-488c-b926-113aeafcfa70,TCGA-KL-8333-01A-01-TS1.70a63073-a6ee-4e2d-81e7-286a6ee3378e
53,TCGA-A3-3346-01A-01-TS1.e3ae0c39-d2a4-4dd8-937f-596891832dba,TCGA-KL-8331-01Z-00-DX1.3c39f9b9-b639-4bca-a415-bf7427ea2ba5,TCGA-KL-8333-01Z-00-DX1.830e3f78-ba43-4b42-b2b5-f3be10d2b781
54,TCGA-A3-3346-01Z-00-DX1.95280216-fd71-4a03-b452-6e3d667f2542,TCGA-KL-8342-01A-01-BS1.47c4dc4a-bbd6-4fbb-80fb-18878e55225c,TCGA-KL-8341-01A-01-BS1.8b809f3b-9a40-4dbe-bd3c-2ae9a56d5f59
55,TCGA-A3-3347-01A-01-BS1.cfde2904-c7cf-42ab-b514-5b95b178dd9c,TCGA-KL-8342-01A-01-TS1.a9a851bd-38cc-4068-98dd-f82b5eff7eda,TCGA-KL-8341-01A-01-TS1.5dbe201c-1eda-4772-ae7c-317df15bfd4e
56,TCGA-A3-3347-01A-01-TS1.47e023b7-c007-426a-9655-4f62d68fbd20,TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567,TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030
57,TCGA-A3-3347-01A-02-BS2.13d8fe0e-0a63-4b08-a6e5-5a68b354e08e,TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114,TCGA-KN-8423-01A-01-BS1.1036f268-941f-4b0a-8187-e0399a5b9509
58,TCGA-A3-3347-01Z-00-DX1.a06c9ca5-97d5-46a8-95e5-7bf9570a6dc7,TCGA-KM-A7QK-01Z-00-DX1.8D69EA34-F28A-4267-8A82-159FB2B7008B,TCGA-KN-8423-01A-01-TS1.eba5d6a8-6725-474b-8c30-b7df1c0c21c5
59,TCGA-A3-3349-01A-01-BS1.4ef8f800-58b3-4393-ac25-2acd8a8c2e07,TCGA-KN-8421-01A-01-BS1.c51ebdfb-cab9-4ce0-9b11-1cb41146d293,TCGA-KN-8423-01Z-00-DX1.EE5F8790-38EB-437F-9C5A-BC6FB58F6ACD
60,TCGA-A3-3349-01A-01-TS1.9cf03770-d0c1-4caa-835e-d446044ddd33,TCGA-KN-8421-01A-01-TS1.c88d72da-ac49-43fb-ad5b-483399b88a2f,TCGA-KN-8425-01A-01-TS1.d6e3c511-8ef6-4142-983a-3f463c4cb6f5
61,TCGA-A3-3349-01Z-00-DX1.206c2817-1b93-4fdf-8128-3f6e3b4935b6,TCGA-KN-8421-01Z-00-DX1.A90EB3F7-DE68-4078-BB5B-B35561F96071,TCGA-KN-8425-01Z-00-DX1.1D2AB7D2-6AC3-4785-9FBC-40AEED5DE558
62,TCGA-A3-3352-01A-01-BS1.a9600d95-12d3-481d-b456-3998590c2ef1,TCGA-KN-8433-01A-01-BS1.fed142aa-e387-4749-9abe-7c6627dbb555,TCGA-KN-8430-01A-01-BS1.028ae201-3b0b-4b87-8d76-69c2a437b7b0
63,TCGA-A3-3352-01A-01-TS1.d3c4f914-3145-4f6c-911f-46fd569589d1,TCGA-KN-8433-01A-01-TS1.473c41a1-57a3-4257-8cac-2507d5785d58,TCGA-KN-8430-01A-01-TS1.b07644aa-6619-48cb-b13a-954b541cdd0c
64,TCGA-A3-3352-01Z-00-DX1.a2f02c84-0201-417c-a719-7964f5fbfd3c,TCGA-KN-8433-01Z-00-DX1.4AE64138-3E04-46AC-B905-52CB71261230,TCGA-KN-8430-01Z-00-DX1.8192F868-A504-44E0-929B-7527EB37ECAB
65,TCGA-A3-3357-01A-01-BS1.0fd41a0b-3de7-4e96-8f8e-f62711e68eb7,TCGA-2Z-A9J9-01A-01-TS1.EF0FBEC0-7D56-4648-AB41-08E483636D9C,TCGA-2Z-A9JS-01A-02-TS2.AF67756A-30DD-45A7-91EE-A9C9019A0346
66,TCGA-A3-3357-01A-02-BS2.107f636a-dbe1-4673-8fc6-61c2f5b05dd5,TCGA-2Z-A9J9-01Z-00-DX1.D6AA9708-04ED-477F-9FAF-B70F0DD8C1BE,TCGA-2Z-A9JS-01Z-00-DX1.9D40DC57-3B70-4069-8196-0B8706EF2405
67,TCGA-A3-3357-01Z-00-DX1.b85a8293-7b4f-4a8a-b799-77d7d7b39b3e,TCGA-2Z-A9JD-01A-01-TS1.4ACF7A4C-CE0E-40D3-841E-84B1EA3E55AA,TCGA-5P-A9K3-01A-01-TS1.C3894CA5-A741-4BE4-9F65-175C36FB8A20
68,TCGA-A3-3358-01A-01-BS1.d6175366-e800-4a88-a917-a65bfa0a0e24,TCGA-2Z-A9JD-01Z-00-DX1.46779418-49C3-4E76-BFC7-1711219548A7,TCGA-5P-A9K3-01Z-00-DX1.62D4F07B-C8DC-4502-8D85-58B1C58883B2
69,TCGA-A3-3358-01A-01-TS1.461245d8-0ac1-4bf2-8433-9414fdda0831,TCGA-2Z-A9JE-01A-01-TS1.FD8E09DF-D049-4374-AE6D-8A0C27B2BBF0,TCGA-5P-A9K4-01A-01-TS1.A2914E49-64BD-40B2-9467-5F2F1041456A
70,TCGA-A3-3358-01Z-00-DX1.1bd1c720-f6db-4837-8f83-e7476dd2b0a3,TCGA-2Z-A9JE-01Z-00-DX1.B2538A85-D0EA-4C50-BD07-1C59DD8208F6,TCGA-5P-A9K4-01Z-00-DX1.7639BB1D-6FE4-438C-8610-D7F9E0B8D370
71,TCGA-A3-3359-01A-01-BS1.ac51a265-87ec-4fe8-9223-1cef15d2fb88,TCGA-2Z-A9JQ-01A-01-TS1.6ABC4F89-8654-414B-B688-E9A36807069F,TCGA-A4-7732-01Z-00-DX1.e5038a3e-cdc3-4301-adcb-dfa05280389c
72,TCGA-A3-3359-01A-01-TS1.801d95ac-2ca0-44d0-a0da-36021985c461,TCGA-2Z-A9JQ-01Z-00-DX1.2B60CD27-C443-46D3-80E2-EAAE2EF81C90,TCGA-A4-7996-01A-01-BS1.872f6ed9-4247-44fb-a450-a45c91ab09da
73,TCGA-A3-3359-01Z-00-DX1.D473A2D2-AE66-469D-80A1-584598335E17,TCGA-5P-A9JW-01A-01-TS1.E99975E1-C2EF-4F7A-A435-849F673EC3A8,TCGA-A4-7996-01A-01-TS1.af0db20c-1e46-416d-b76a-ac9b7354a5d4
74,TCGA-A3-3362-01A-01-BS1.d5038c78-b3c5-41b8-b1bb-279430f143fb,TCGA-5P-A9JW-01Z-00-DX1.36EC2D9D-7CC2-42BF-A482-AE28F9A5DAC7,TCGA-A4-7996-01Z-00-DX1.19a1ff6e-eddb-4d9b-ab3a-938d10876c59
75,TCGA-A3-3362-01A-01-TS1.3cf734b2-0cba-477e-803e-5d97306b511c,TCGA-5P-A9K2-01A-01-TS1.9BF1A5B2-1213-4A4E-B3CD-1665A002D37F,TCGA-A4-8098-01Z-00-DX1.2ac5ab19-544e-4ba5-8b82-7810dcd45fa4
76,TCGA-A3-3362-01A-02-BS2.6dd70e55-a17c-49c3-9d35-639f28822044,TCGA-5P-A9K2-01Z-00-DX1.E89BEA4D-E0DA-4A5B-8938-C88332B67E03,TCGA-A4-A48D-01A-01-TS1.4CD7264E-488C-428B-A540-36A7F80BDA02
77,TCGA-A3-3362-01Z-00-DX1.69196ce3-b7ec-4e76-966d-18aeb48f103c,TCGA-A4-7583-01Z-00-DX1.c958bf2d-ad61-4b21-93fd-afb5ac110e55,TCGA-A4-A48D-01Z-00-DX1.005D0B63-B612-4273-86B5-DBAE5246024C
78,TCGA-A3-3363-01A-01-BS1.8300d490-5a5b-4535-8703-3ce77f373056,TCGA-A4-7584-01A-01-BS1.0a52d8de-7037-4276-83a6-26cba61b0f4b,TCGA-AL-3467-01A-01-BS1.54c3ea2c-5daa-4f28-b47f-44dd92e96faf
79,TCGA-A3-3363-01A-01-TS1.148324da-14ff-459f-a14c-9a67ef608a0d,TCGA-A4-7584-01A-01-TS1.6c827cfa-f7a1-4e68-922b-8f112b4bd521,TCGA-AL-3467-01A-01-TS1.a4e25066-7012-4cb8-911b-3c317adb081f
80,TCGA-A3-3363-01Z-00-DX1.6d933fa1-b68c-483f-819c-5a85f0389e6c,TCGA-A4-7584-01Z-00-DX1.ffa7e13e-0ed8-4913-a0f0-51b36f4d858c,TCGA-AL-3467-01Z-00-DX1.89C0449A-A38F-4614-86FC-DDFD925086D7
81,TCGA-A3-3365-01A-01-BS1.0ac64da7-38be-4c9c-b972-4835d1ad2db0,TCGA-A4-7585-01A-01-BS1.35cc836c-aca5-4d04-aaa6-84db8bfb202e,TCGA-AL-3467-01Z-00-DX2.3ADEDD93-AD93-46D8-B3AE-1EBC6BD5EAF2
82,TCGA-A3-3365-01A-01-TS1.88462253-777c-4c91-9974-55b3bece8e28,TCGA-A4-7585-01A-01-TS1.11cf2ebf-1c39-498f-809e-6ee7a783aa3b,TCGA-AL-3468-01A-01-BS1.36f9b924-519d-4f52-b591-ca88bf464fcf
83,TCGA-A3-3365-01Z-00-DX1.dc5b8d77-b5ba-47c8-b536-a8f1ed458ed3,TCGA-A4-7585-01Z-00-DX1.47f27533-7c8d-4df3-bd7c-586d5fbdf1fc,TCGA-AL-3468-01A-01-TS1.9d4454a3-27d5-40c2-a071-779859eb5835
84,TCGA-A3-3365-01Z-00-DX2.f6512c55-1887-495f-b628-9ee203ad59e9,TCGA-A4-A6HP-01A-01-TS1.42C88DD5-55D1-4D25-8C8B-53114FF459B3,TCGA-AL-3468-01A-02-BS2.e9647dba-8078-4256-8153-bd88c5f84ac3
85,TCGA-A3-3367-01A-01-BS1.24438289-2813-4eb9-a8a6-cd40e331e9f7,TCGA-A4-A6HP-01Z-00-DX1.E323CECA-C081-4A67-98E3-B0BD28800D7A,TCGA-AL-3468-01Z-00-DX1.F86A4811-D60C-4845-A7A5-B7C7BE202202
86,TCGA-A3-3367-01A-02-BS2.45d798d5-5f36-4246-bf46-282c1bac55e6,TCGA-B9-4116-01A-01-BS1.2e62bc60-29f4-48b9-8fd6-a58b118adf9c,TCGA-AL-3468-01Z-00-DX2.B7D8DCCE-C015-4284-96EF-ED7F4A7771B7
87,TCGA-A3-3367-01Z-00-DX1.9fca6a91-bb71-4632-8b20-e9f4d7030699,TCGA-B9-4116-01A-01-TS1.962d8435-4027-442c-8c91-db64c5ba9119,TCGA-AL-3472-01A-01-BS1.a2d80b49-70d0-49f2-8057-198df3c8bdf7
88,TCGA-A3-3370-01A-01-BS1.93cda19a-05c2-455d-8a91-d941887b1364,TCGA-B9-4116-01Z-00-DX1.96946ff8-f67c-42ce-a75a-5e901bc02c1d,TCGA-AL-3472-01A-01-TS1.9d93c5bd-dc33-4534-b7b4-df6e1db4386b
89,TCGA-A3-3370-01A-02-BS2.136010c2-0660-481a-b13b-a7dc4da9af6d,TCGA-BQ-5876-01A-01-TS1.af3c25d7-5507-4dd5-b0a8-fafe76f9cd06,TCGA-AL-3472-01Z-00-DX1.66FF9A6E-2851-4E32-A10C-62EB7568AFC3
90,TCGA-A3-3370-01Z-00-DX1.85c55ab4-8f44-4e76-af56-d42226764135,TCGA-BQ-5876-01Z-00-DX1.290a8bb2-ef37-4944-aff9-cbc2509de32a,TCGA-AL-3472-01Z-00-DX2.C7BF0356-F099-4070-8824-1AC3339E9F59
91,TCGA-A3-3373-01A-01-BS1.7a02cdfa-64e3-4a97-a7a7-2ee92a8bdf1c,,TCGA-AT-A5NU-01A-01-TS1.0138BC80-F4F4-4F8C-BEC0-B22CA457A518
92,TCGA-A3-3373-01A-02-BS2.7fada3c5-8324-4afb-baea-fe8974d5dff4,,TCGA-AT-A5NU-01Z-00-DX1.6A8FAEC2-3E1B-4BAD-A7EB-F861324D4CB4
93,TCGA-A3-3373-01Z-00-DX1.681dd573-9832-4739-92b5-5cdf6e993802,,TCGA-B3-4104-01A-01-BS1.0c573777-a4ef-4cd2-9123-5a51593b17b0
94,TCGA-A3-3378-01A-01-BS1.a3439d1a-7f23-4cb0-b940-d2e8f27ab13e,,TCGA-B3-4104-01A-01-TS1.bf5040b0-52b5-4c55-a7b8-70291f8ce86b
95,TCGA-A3-3378-01A-01-TS1.d09b8313-7f91-4dfb-8856-85dba72524f6,,TCGA-B3-4104-01A-02-BS2.676baeba-e33e-4a68-820c-ab35e0235760
96,TCGA-A3-3378-01A-02-BS2.2752cbb2-4d11-4e93-9ee6-db03faa8e676,,TCGA-B3-4104-01Z-00-DX1.0783e269-2e8a-4f32-b910-807a727db247
97,TCGA-A3-3378-01Z-00-DX1.71ddeb47-c8e2-4ae8-b481-50f73c905e16,,
98,TCGA-A3-3380-01A-01-BS1.b95452fd-f1dd-4cc3-9a45-49c9d607c161,,
